age,study_hours,attendance,previous_score,pass
29,9.91,61,71,1
22,9.14,97,76,0
28,7.54,55,58,1
23,0.99,56,91,0
28,7.45,81,93,1
24,5.18,71,96,0
26,2.81,84,42,1
18,0.67,56,50,1
24,0.05,71,98,1
27,6.23,99,51,0
25,8.85,57,52,0
25,5.34,64,80,0
21,2.67,53,91,0
25,1.18,90,83,1
21,5.3,84,56,1
23,0.99,69,49,1
20,0.84,77,48,1
22,7.23,51,96,1
19,9.84,70,98,0
25,9.26,100,67,1
29,8.4,84,94,1
27,1.5,77,94,0
18,8.88,95,74,0
25,2.92,67,66,0
22,3.05,77,72,1
21,4.26,54,92,0
18,3.14,67,60,0
26,1.37,66,78,1
28,7.47,61,58,0
29,7.24,78,89,1
21,8.79,51,84,0
26,2.2,75,84,1
25,9.57,68,83,0
22,0.66,62,99,0
26,1.37,50,63,1
28,3.81,93,60,1
19,1.05,93,75,1
18,3.45,68,45,0
18,9.24,91,61,0
25,0.36,52,48,1
23,4.59,57,83,0
25,9.5,53,75,0
22,3.99,83,57,0
18,1.73,81,78,1
23,1.22,60,92,0
19,0.03,100,43,0
30,4.25,91,92,1
24,0.32,71,96,0
28,1.13,89,79,0
26,2.12,69,87,1
24,5.52,64,64,1
26,1.11,74,51,0
24,1.75,100,54,1
19,4.04,50,73,0
19,3.01,56,76,0
18,5.46,67,89,1
20,1.91,63,65,1
25,4.49,52,56,1
27,2.56,80,68,0
21,0.69,64,59,1
25,6.57,68,70,0
27,3.29,96,41,1
22,0.7,100,41,1
25,4.87,74,48,1
22,9.3,61,88,1
25,1.22,50,49,0
29,6.64,73,43,0
25,0.21,97,68,0
25,3.51,99,68,0
26,7.71,96,56,0
22,4.84,80,96,1
21,0.42,82,70,1
21,3.09,84,48,1
21,7.52,63,74,0
30,0.1,81,73,0
28,4.75,65,43,1
30,9.89,80,75,0
24,5.27,53,92,1
27,0.24,86,47,1
19,6.49,60,75,1
23,2.44,85,70,1
27,0.67,68,92,1
26,1.52,84,59,1
29,9.55,63,52,1
22,0.58,79,74,1
25,7.93,54,51,1
28,1.73,72,91,1
29,8.32,93,82,1
19,9.5,98,100,0
24,5.54,68,41,0
19,1.86,87,60,1
26,0.01,61,80,0
24,1.96,98,92,0
28,9.34,85,42,1
27,4.78,70,86,0
23,7.66,90,85,1
28,7.53,85,50,0
25,2.74,64,68,1
25,7.27,60,71,1
19,3.09,75,54,0
29,0.94,57,81,0
22,6.72,79,93,1
19,4.86,57,82,1
21,8.52,58,58,1
19,7.39,90,50,0
25,1.48,75,92,1
29,6.25,53,91,0
20,4.76,85,96,1
18,7.35,72,82,0
18,1.27,66,66,1
27,6.71,65,62,0
30,7.49,91,45,0
23,1.88,59,76,0
22,7.82,87,58,0
27,4.61,62,43,1
21,7.44,71,100,0
25,3.6,71,93,0
20,9.6,70,67,0
26,2.81,93,87,0
23,6.69,71,68,1
20,2.11,54,73,0
23,3.52,50,83,0
18,8.17,61,59,1
18,7.84,55,56,0
19,3.26,81,87,0
25,4.95,93,50,0
27,8.3,57,95,0
21,5.59,82,72,1
19,7.29,96,70,0
23,7.99,57,76,1
22,1.9,50,70,1
18,9.22,56,91,0
26,3.79,75,72,1
27,5.21,63,77,0
23,8.96,86,85,0
29,1.96,63,92,1
26,3.78,62,45,0
26,7.8,93,100,1
27,1.51,67,45,1
25,9.09,92,95,0
29,8.1,67,73,1
26,9.11,78,90,0
30,8.06,78,56,0
29,5.22,65,98,1
22,5.18,58,100,0
28,3.19,81,98,0
22,3.89,58,60,0
23,5.04,91,83,1
26,5.56,58,88,1
20,3.3,70,63,1
24,5.07,81,64,0
20,5.85,59,97,1
27,0.17,100,53,1
29,7.55,90,96,0
30,0.85,54,84,1
25,1.5,75,44,0
25,1.12,93,49,1
24,6.82,85,47,1
22,4.53,97,71,1
30,3.69,82,76,1
23,1.81,100,98,1
26,6.97,89,100,1
24,0.7,58,56,0
22,5.13,86,92,0
20,3.65,89,46,1
29,9.73,92,77,1
18,5.41,66,61,0
18,8.13,71,87,0
27,5.65,96,51,0
26,7.91,90,65,0
26,9.66,67,83,1
25,8.75,89,94,1
26,8.28,81,75,0
18,8.79,65,63,0
24,8.84,98,74,0
18,2.41,59,88,1
27,9.2,75,54,1
30,7.24,57,80,1
20,8.77,59,95,0
30,7.42,63,61,0
18,9.06,50,50,1
29,9.94,62,74,0
29,5.18,67,88,0
19,8.8,59,93,1
22,2.9,62,91,0
24,0.68,62,79,1
30,0.95,98,76,1
28,3.47,78,45,0
28,8.98,76,87,1
29,6.59,80,81,1
18,8.58,64,76,0
25,5.84,59,85,1
28,9.14,85,72,0
18,9.14,98,97,1
25,8.64,61,97,1
20,4.53,66,76,0
28,7.51,97,70,0
25,8.84,93,90,0
20,5.27,66,100,1
26,7.42,93,63,1
23,0.91,50,96,1
20,6.07,63,63,1
23,8.97,64,64,0
18,8.67,68,97,1
18,7.64,100,60,0
30,5.69,51,76,0
25,2.41,57,65,1
20,8.57,96,61,1
30,9.52,94,44,0
21,2.01,93,66,0
22,1.31,55,88,0
25,2.12,74,48,0
20,0.71,94,63,1
29,2.69,54,59,0
30,1.14,59,57,1
30,8.85,67,94,1
22,8.41,65,71,1
23,8.71,78,91,1
23,6.28,98,69,1
30,3.56,83,51,1
29,2.89,67,53,1
18,6.41,68,51,1
24,4.27,51,51,0
22,6.09,97,49,1
21,0.12,60,68,1
18,8.07,53,66,0
29,0.98,87,86,1
21,8.43,76,93,1
26,6.4,75,92,1
22,8.62,59,68,1
29,9.89,80,42,1
21,7.97,87,80,0
29,0.51,97,92,1
20,7.04,95,95,1
20,2.93,57,91,0
29,9.22,68,93,1
27,1.04,88,65,1
21,9.86,89,53,0
30,9.92,56,62,1
20,4.78,81,91,1
26,4.4,59,68,0
25,6.89,89,99,0
27,2.82,97,98,1
19,0.94,56,90,1
20,1.88,50,79,0
19,1.34,86,96,0
30,5.56,52,42,1
23,7.94,64,54,0
23,7.25,94,77,1
26,7.74,57,100,1
24,6.47,62,91,1
28,0.68,71,73,1
23,0.29,55,63,0
20,2.36,50,87,1
18,1.02,100,61,1
21,1.01,90,40,1
25,7.49,98,61,1
28,6.14,65,59,0
30,3.6,75,77,0
25,9.0,55,99,1
19,1.69,71,60,1
19,7.56,83,68,1
28,5.82,97,40,0
21,4.82,54,82,1
23,1.89,85,70,0
21,5.79,52,92,0
27,9.85,74,86,0
21,9.47,86,56,1
20,5.51,90,90,1
30,7.93,63,61,0
22,3.47,70,67,1
25,9.8,97,78,1
23,5.69,70,100,0
22,3.13,100,42,1
22,4.26,68,66,1
21,7.25,72,83,1
22,4.49,66,52,0
28,3.94,67,66,0
29,2.92,58,95,0
30,9.79,56,92,0
25,1.33,63,46,0
24,2.24,84,42,0
29,5.17,58,74,0
23,0.66,79,90,0
26,6.32,54,41,1
18,1.99,66,83,0
30,8.85,82,62,1
29,1.89,70,50,0
20,8.21,57,94,1
22,9.55,56,91,1
26,6.18,73,59,0
27,6.77,54,80,1
23,4.13,66,65,1
19,4.67,72,84,1
29,7.53,83,73,0
22,4.22,58,94,1
18,6.18,63,84,1
18,4.27,69,43,1
18,0.69,81,77,1
26,2.45,82,56,0
26,3.23,57,54,0
29,1.83,62,56,0
26,9.2,95,43,1
28,7.89,97,64,1
23,3.11,64,56,1
28,6.02,65,56,1
20,2.53,71,81,1
21,1.42,52,93,1
21,9.6,62,96,1
28,3.08,95,97,1
30,9.1,60,71,0
23,9.05,69,61,1
19,9.56,83,47,1
25,4.16,51,95,0
26,4.17,55,60,0
27,3.15,84,46,1
27,3.42,94,100,1
20,7.33,76,62,1
26,0.07,100,71,0
27,5.19,72,73,1
25,2.27,99,80,1
21,3.67,85,66,1
19,1.11,71,43,1
29,2.72,96,57,0
22,2.29,95,100,0
23,1.98,92,64,0
25,5.52,84,49,1
30,2.72,83,58,0
22,6.81,91,85,0
27,1.56,63,62,0
18,9.22,76,49,1
24,2.46,86,94,1
29,7.53,89,73,0
23,7.9,50,47,0
29,3.29,73,60,0
26,8.42,97,93,0
22,0.9,79,84,0
20,2.54,66,56,1
18,3.7,71,97,0
25,2.46,80,46,0
26,3.19,84,74,0
27,6.21,62,45,0
19,8.93,96,68,1
30,1.25,75,82,1
20,5.07,77,70,0
19,3.05,98,99,1
21,0.57,58,43,1
28,9.39,61,95,1
19,9.17,81,90,0
23,8.6,53,72,0
25,5.0,91,79,1
27,3.43,61,60,0
23,5.25,52,97,1
22,9.41,74,93,0
18,1.69,72,99,1
27,2.41,100,96,1
27,8.85,97,48,0
19,5.92,70,54,1
18,1.68,72,60,0
23,2.18,62,48,0
21,1.34,93,57,1
30,6.07,91,45,0
25,3.1,65,57,0
21,4.75,81,79,0
21,5.03,56,88,0
19,6.49,86,88,1
23,5.28,73,70,1
29,5.26,54,62,0
18,7.41,58,73,0
23,9.37,84,60,0
19,3.11,93,49,1
23,3.21,50,67,0
27,3.01,50,61,0
29,7.72,79,89,0
20,7.84,66,44,0
29,3.75,56,48,1
28,6.98,90,61,0
18,1.11,52,67,1
22,7.24,80,60,0
24,5.0,92,71,0
21,4.01,86,61,0
28,0.94,58,90,0
27,6.84,92,86,0
18,9.24,50,49,1
21,2.08,57,84,1
24,2.79,84,99,0
24,8.05,72,47,0
29,7.45,78,72,1
23,7.17,94,66,0
29,4.53,67,68,0
20,1.39,65,85,1
19,2.63,100,96,1
27,4.77,70,41,0
27,9.53,77,47,1
22,8.11,96,40,1
29,1.97,87,71,1
19,1.65,61,93,1
30,7.99,81,47,1
30,7.98,87,63,0
20,7.17,56,40,1
23,1.91,72,78,0
22,8.52,64,52,1
21,9.18,70,64,1
21,9.94,94,42,0
22,5.1,65,90,0
19,2.31,97,75,0
29,7.85,62,81,1
19,3.28,57,88,1
20,0.99,59,89,1
20,5.8,73,86,0
23,8.66,100,55,1
29,9.18,97,48,1
20,1.15,77,82,1
28,6.34,63,96,0
22,5.66,66,98,0
27,5.55,76,65,0
28,8.09,94,57,0
27,8.97,89,60,0
25,0.9,57,46,1
23,4.3,55,51,0
24,3.24,85,78,1
22,3.63,93,48,0
18,0.81,91,41,0
28,5.45,66,81,1
22,5.45,52,55,0
22,0.12,50,50,0
30,6.36,79,69,0
20,2.06,95,73,0
28,0.34,92,89,1
18,7.72,53,85,1
23,3.98,68,51,0
30,7.34,53,68,0
20,9.85,53,90,0
21,3.14,91,89,0
24,1.95,77,46,0
28,0.58,95,93,1
28,9.85,67,68,1
24,6.48,75,87,1
20,2.54,66,68,0
20,7.07,76,81,0
28,3.54,98,61,0
24,8.49,81,47,1
26,2.96,71,84,1
22,8.58,59,71,0
25,4.92,57,58,0
27,4.88,93,64,0
28,7.11,82,52,1
27,1.26,77,71,1
28,1.95,79,48,1
28,0.63,52,95,0
28,3.09,76,96,0
19,2.46,98,98,1
19,4.87,60,49,1
29,4.86,60,91,1
29,4.9,72,98,0
30,7.19,67,69,1
24,6.95,69,56,1
24,4.52,74,74,1
19,3.22,80,56,1
20,8.82,74,73,1
20,5.14,94,73,0
30,8.46,96,87,1
19,0.9,53,76,0
20,7.11,93,95,1
23,5.2,82,72,0
25,9.72,93,73,0
23,2.79,89,44,1
19,1.45,92,51,0
19,3.41,53,60,0
22,6.76,100,79,1
23,9.52,81,94,1
20,7.7,75,49,0
22,1.16,52,94,0
22,9.15,52,85,1
25,3.1,93,50,0
25,0.73,88,61,1
28,4.91,50,44,0
27,3.96,87,83,1
23,6.17,95,94,0
19,3.24,62,46,1
18,1.29,54,92,0
29,9.3,68,86,1
22,3.89,87,41,1
21,6.52,91,51,1
22,7.85,55,80,1
18,1.55,86,85,0
26,0.66,86,72,0
25,3.11,98,89,1
28,8.83,69,65,1
27,9.52,62,56,1
27,0.23,70,99,1
24,3.78,95,74,1
19,7.59,79,99,0
21,8.71,56,46,0
25,6.8,54,97,0
29,1.78,56,66,0
20,0.43,94,84,0
20,6.18,80,79,0
27,0.39,83,85,1
23,5.13,90,63,1
25,1.75,64,91,1
22,2.06,63,40,1
21,3.93,71,77,1
19,0.06,70,77,1
20,4.76,65,66,1
19,7.1,92,63,0
19,3.44,81,87,1
19,4.94,96,52,1
30,2.3,74,62,0
18,5.96,53,64,0
28,3.41,81,79,1
20,4.85,61,99,1
22,3.36,65,71,1
24,8.95,89,72,0
20,6.19,93,98,1
28,2.68,84,43,1
20,0.15,60,42,1
27,2.78,61,40,1
24,6.08,53,66,0
21,0.52,96,82,1
27,5.81,81,72,0
29,0.27,59,97,1
21,0.01,63,50,0
28,4.67,71,87,1
19,9.22,93,61,0
23,4.94,51,71,0
23,7.92,50,62,0
28,1.55,68,99,1
19,3.73,71,74,0
24,5.06,64,91,0
19,5.6,78,53,1
28,8.22,71,64,0
25,2.01,51,93,1
23,2.89,80,48,0
20,1.47,64,71,0
24,3.08,89,86,1
27,3.64,90,62,0
27,8.13,97,73,0
26,2.32,58,71,0
22,9.28,96,73,1
21,2.98,72,49,0
20,7.43,51,55,0
28,5.62,60,89,0
27,3.28,79,63,1
19,4.66,67,51,1
25,4.13,80,87,1
19,5.46,55,43,1
18,0.35,66,94,0
20,1.48,95,91,0
24,8.1,89,54,1
24,7.75,70,55,0
27,0.07,62,66,0
18,4.55,63,44,0
20,3.3,86,91,1
27,0.82,97,74,0
20,8.1,61,70,1
29,7.65,50,61,1
20,9.16,84,85,0
26,6.16,84,66,1
20,4.81,67,70,0
23,8.8,55,54,1
21,9.86,71,66,0
24,4.29,55,73,1
23,5.61,51,84,1
25,4.05,91,49,1
28,2.23,85,99,0
19,1.66,85,40,1
23,0.2,79,47,0
30,1.28,56,84,1
19,1.85,79,42,1
28,4.44,65,97,0
26,7.6,79,90,1
20,1.04,74,52,0
20,7.12,69,70,1
25,3.96,72,84,0
27,6.38,85,70,1
30,6.98,78,98,0
27,4.84,86,44,0
18,8.68,51,83,1
27,3.97,71,60,1
23,2.85,79,47,0
27,3.49,52,83,0
29,4.51,74,95,0
21,3.72,63,52,1
20,2.85,90,97,0
30,8.65,60,93,0
23,9.41,91,81,0
27,6.22,74,70,1
19,4.53,64,71,0
27,5.51,73,44,1
20,7.0,67,100,0
27,0.34,61,80,0
30,8.65,74,90,0
18,9.91,84,93,1
29,7.93,83,99,1
19,8.91,53,66,0
30,4.72,80,68,1
25,7.63,93,63,0
19,9.22,91,95,1
26,3.27,86,43,0
22,6.41,59,85,1
22,6.46,56,58,0
18,3.17,75,98,0
24,3.34,85,75,0
26,0.1,87,91,0
23,2.56,80,95,1
27,6.88,66,82,1
23,6.96,51,44,0
24,3.59,97,49,1
18,1.8,51,70,0
22,4.61,95,62,0
24,0.92,82,67,1
22,1.93,65,43,0
21,4.33,69,79,1
18,4.29,74,93,0
23,7.62,91,43,0
20,8.23,68,74,0
26,0.68,100,54,0
25,1.49,72,66,0
21,3.16,82,79,1
27,8.57,87,80,1
29,5.58,94,84,1
21,7.74,80,47,1
26,7.85,82,96,0
25,4.76,59,70,0
26,4.11,93,67,1
30,0.17,96,47,1
20,8.86,57,100,0
18,0.48,68,47,1
19,0.91,99,48,1
25,9.08,90,83,0
22,6.98,100,44,0
22,6.03,56,58,0
29,6.49,59,77,0
29,1.82,91,96,0
25,8.89,54,61,1
25,7.22,66,58,1
27,7.56,96,58,0
23,6.84,78,70,1
20,9.75,87,58,1
30,9.8,73,42,0
20,8.36,77,77,0
18,9.17,69,69,0
29,2.9,76,77,0
29,8.94,72,92,1
19,2.18,75,62,1
26,0.92,93,65,0
22,9.44,75,66,1
18,8.56,85,68,0
21,2.72,50,84,0
21,1.85,71,41,1
22,3.33,67,57,0
26,4.69,91,100,0
24,2.46,77,42,1
24,6.87,66,42,1
23,0.32,93,43,1
30,3.28,58,62,1
23,9.48,94,56,1
23,4.87,59,77,1
19,1.82,78,76,0
28,6.98,54,95,0
25,8.78,54,96,0
21,0.64,82,91,0
30,7.9,76,98,0
18,1.52,52,83,0
28,9.88,86,92,0
21,0.93,74,42,1
27,7.91,88,88,1
27,9.98,61,59,0
21,9.83,71,93,0
19,6.73,81,79,1
18,5.68,85,40,1
20,8.4,99,57,1
30,5.73,68,40,0
29,8.49,91,54,1
20,5.76,79,77,1
23,1.21,66,47,1
20,2.17,58,62,0
20,3.93,81,70,1
28,4.54,98,52,0
24,6.35,62,73,1
23,5.78,55,99,0
28,1.88,96,48,0
24,3.12,66,71,1
29,1.75,89,55,1
27,8.34,89,94,0
23,9.61,94,57,1
22,7.7,82,79,1
26,4.88,81,47,1
23,8.44,70,69,1
25,6.27,73,77,1
26,4.91,60,60,0
21,6.06,80,79,0
21,2.16,57,98,0
28,3.82,66,42,1
23,0.17,99,78,0
21,1.05,62,80,1
22,0.62,55,74,1
20,0.9,79,69,0
22,9.92,55,52,1
30,5.9,97,66,0
26,8.99,94,49,1
27,1.28,100,76,1
28,4.13,72,83,1
29,6.0,74,40,0
23,2.81,76,44,0
22,2.98,77,96,0
22,1.91,63,80,0
24,1.68,58,52,1
28,1.95,80,67,1
28,1.77,85,66,1
28,0.33,60,88,0
19,3.04,96,61,1
29,1.67,87,67,0
20,3.26,61,71,0
25,3.33,63,100,0
30,2.98,64,92,0
25,9.12,67,46,1
19,8.11,92,44,0
30,3.75,73,83,1
18,5.98,70,87,1
26,4.8,84,73,0
24,1.88,58,86,1
29,2.64,99,97,0
22,7.73,96,93,0
25,5.58,84,53,0
23,9.95,62,81,1
18,6.5,83,43,1
21,5.06,74,47,1
23,2.08,90,54,0
23,6.79,84,80,0
30,6.54,54,60,1
21,3.63,86,61,0
24,1.0,56,82,1
25,1.55,88,70,1
25,5.45,87,62,1
26,2.35,89,87,0
25,8.65,78,91,1
20,3.35,56,56,0
20,6.65,92,89,0
19,5.32,78,75,0
18,8.12,70,60,0
24,9.73,64,70,1
22,2.92,95,72,0
30,8.67,50,50,0
30,9.58,62,90,0
21,8.67,94,69,0
18,2.16,96,50,0
20,9.02,78,46,0
24,1.75,88,53,0
18,0.52,56,74,0
20,0.12,50,77,1
29,5.03,82,58,0
29,2.58,79,82,1
20,0.91,56,47,0
30,8.9,80,81,0
18,5.77,62,79,0
18,6.72,77,54,0
21,7.7,57,68,1
25,3.63,81,75,0
26,5.6,91,66,1
30,3.01,56,47,1
29,9.77,78,69,1
29,5.98,91,89,0
27,5.34,65,86,1
24,6.32,57,40,0
27,3.09,96,84,0
19,9.84,53,45,1
29,5.99,85,74,0
18,1.06,86,69,1
24,7.98,94,50,0
19,8.87,93,41,1
19,2.58,86,58,1
29,1.82,78,63,0
18,3.78,90,96,0
26,4.07,86,41,0
27,3.94,54,66,1
28,2.87,96,75,0
20,7.09,72,85,0
27,8.82,61,75,1
27,2.15,95,71,0
19,9.76,57,90,0
30,4.06,78,60,0
24,7.89,75,52,1
23,4.95,91,48,0
21,9.28,57,75,0
28,9.17,77,42,1
19,2.14,86,86,0
27,0.15,93,90,0
27,5.19,64,97,0
26,9.96,64,67,1
29,2.92,75,86,0
27,9.51,81,86,1
30,3.22,100,40,1
21,8.19,65,77,0
26,5.27,95,87,0
26,0.9,67,94,1
28,8.2,56,77,0
29,4.2,89,97,1
27,6.01,61,99,1
28,2.73,58,46,0
18,5.62,75,54,0
25,8.31,72,74,1
27,2.15,78,66,0
22,1.83,98,53,1
27,9.59,99,61,0
29,5.6,73,53,1
21,6.79,57,56,0
26,6.78,87,81,1
19,8.65,83,70,1
21,9.79,94,45,1
24,9.57,61,68,0
29,8.75,78,47,0
19,9.46,85,50,0
24,4.22,69,79,1
19,5.66,86,46,0
22,7.79,62,84,0
23,8.72,93,81,0
27,7.8,61,76,1
30,5.66,87,54,1
27,8.29,89,91,1
18,4.21,80,85,0
19,5.6,53,49,0
23,1.11,60,53,1
30,1.75,58,100,0
22,3.92,63,66,0
21,0.06,53,52,1
19,4.96,71,97,1
18,5.88,97,46,1
22,4.87,89,42,0
20,4.84,69,89,0
19,3.42,55,44,0
18,3.87,77,52,0
28,4.44,99,74,0
20,0.78,76,99,0
27,8.13,60,55,0
21,7.15,62,69,0
25,9.71,96,75,1
18,8.56,59,72,0
26,5.7,98,60,0
21,5.27,74,63,1
28,8.18,87,88,1
20,5.5,74,67,0
18,5.84,80,100,1
18,1.29,68,87,0
28,1.9,90,62,1
30,7.04,56,68,0
19,2.41,51,46,0
25,5.08,83,68,0
26,3.79,74,43,1
25,7.14,94,49,1
26,1.56,57,43,1
19,6.29,59,83,1
29,6.6,92,85,0
25,9.6,77,79,0
21,0.4,67,94,0
30,1.37,100,62,0
21,8.84,87,85,1
20,5.57,85,52,0
30,2.35,58,93,1
24,3.29,59,81,0
27,7.17,64,42,0
26,8.05,55,48,0
20,4.88,89,97,0
25,9.4,52,83,1
25,5.24,96,68,1
19,6.37,70,83,1
22,9.64,77,83,1
27,4.91,65,67,0
30,8.74,68,73,1
21,3.36,96,57,0
28,5.48,51,55,0
19,7.21,92,59,1
26,9.84,87,56,0
30,8.89,53,100,0
24,5.85,93,81,0
22,0.14,98,50,0
18,1.06,58,62,0
20,4.46,84,41,0
26,6.96,74,58,0
20,3.13,67,75,1
21,6.11,88,94,0
20,4.95,55,60,1
30,2.24,58,44,1
19,8.93,82,83,0
20,0.91,55,76,0
24,3.12,87,84,1
18,7.95,83,60,1
24,1.78,63,84,1
29,8.97,52,83,0
20,7.56,96,83,0
19,9.52,54,54,1
25,2.07,74,91,1
22,5.34,57,78,1
25,2.71,98,75,0
29,9.17,54,89,0
19,1.4,97,94,1
26,6.3,77,77,0
25,3.78,78,88,0
25,8.11,63,56,0
26,1.48,88,50,1
26,6.97,65,96,0
23,6.4,59,100,0
29,1.96,64,99,0
26,5.74,55,54,0
28,1.6,75,83,1
27,3.22,55,66,0
27,3.95,65,55,0
19,6.73,95,92,0
23,1.6,71,94,0
23,3.58,90,70,1
19,5.49,96,98,1
18,2.86,74,61,1
20,4.96,51,94,1
23,5.05,60,93,0
28,0.97,50,47,0
23,9.63,66,83,1
21,6.95,59,75,1
23,3.31,89,100,1
20,0.67,74,53,1
18,5.1,77,43,0
25,1.9,91,41,1
23,2.54,65,84,1
19,3.91,75,42,1
24,8.37,82,53,1
19,0.88,96,93,1
22,0.88,62,51,0
21,3.45,88,62,1
21,6.64,57,98,1
29,5.27,88,62,1
21,7.83,56,80,0
24,0.76,77,93,1
26,3.77,98,87,0
26,3.26,54,81,1
20,3.72,84,46,0
30,1.14,54,55,0
30,6.48,86,100,0
19,8.46,69,50,0
29,9.84,71,73,1
22,0.58,75,41,1
18,4.12,96,70,1
22,8.17,73,65,1
24,2.54,98,93,0
22,6.16,88,70,1
30,9.38,64,45,0
23,0.72,85,87,1
21,1.03,63,98,1
21,3.74,100,95,1
23,1.32,54,49,1
29,1.49,80,87,0
25,3.81,73,99,0
29,6.06,66,48,1
28,1.28,86,72,1
20,9.83,95,56,1
30,4.35,66,63,0
25,9.06,78,94,1
28,4.23,57,57,1
28,8.35,82,66,1
20,8.62,72,85,0
19,9.91,51,67,0
27,9.11,88,58,0
23,7.16,53,67,0
28,5.45,84,63,1
27,4.64,94,81,1
21,8.13,63,68,1
30,4.93,89,56,1
27,1.89,65,61,1
24,3.0,92,71,1
21,4.93,92,48,0
25,5.36,96,56,0
28,0.7,62,53,1
20,0.03,92,86,0
28,0.86,82,51,0
25,3.58,62,45,0
20,7.28,73,91,0
20,4.22,62,80,1
19,6.66,77,94,1
30,3.09,90,86,1
18,6.6,61,70,0
27,7.57,50,58,0
27,9.39,96,64,0
20,2.15,81,71,1
30,3.18,87,84,1
18,5.76,62,56,0
19,5.76,84,64,1
26,4.1,82,44,1
29,8.58,67,54,1
18,3.56,59,47,0
21,3.88,50,66,0
23,2.17,81,66,1
23,8.97,67,58,0
20,3.3,76,81,1
18,0.4,57,85,1
23,8.06,67,45,1
30,3.86,74,56,0
29,6.81,79,49,0
19,0.24,75,60,0
20,7.25,50,44,0
21,8.84,88,56,0
28,0.93,72,46,0
23,6.22,59,41,0
22,6.25,89,56,1
25,2.45,96,77,1
25,5.29,78,72,1
20,1.34,80,68,1
28,9.29,66,68,1
25,7.71,58,87,1
18,9.94,69,99,0
26,4.63,91,43,1
18,1.15,87,97,1
21,7.8,53,69,1
29,5.61,74,92,1
20,7.25,92,79,0
22,5.28,92,97,1
29,6.67,96,85,0
22,1.96,59,51,1
27,7.44,58,72,1
23,5.24,90,88,0
22,2.07,53,93,0
21,3.6,76,61,1
30,9.45,86,66,1
28,0.27,72,93,0
30,0.99,73,96,1
18,5.3,51,69,1
22,5.34,88,44,0
18,0.68,61,47,1
28,7.54,60,61,1
23,2.51,72,55,0
22,9.28,51,77,1
28,3.44,69,95,0
28,3.36,96,99,1
19,0.83,52,68,0
30,8.73,76,87,1
30,4.47,68,86,1
25,9.5,90,60,1
18,3.38,65,67,0
30,9.01,50,65,0
18,8.74,63,51,0
29,6.31,68,93,0
29,4.52,50,57,1
26,8.26,90,52,0
22,4.71,58,67,1
27,9.04,76,68,0
24,9.15,55,56,1
18,0.21,84,45,1
18,5.22,79,43,1
20,6.69,78,75,1
24,4.57,86,80,1
19,8.9,59,82,0
24,8.15,55,47,0
26,7.47,78,93,1
23,7.58,64,70,0
27,5.98,88,73,1
22,4.59,51,43,1
30,4.2,75,48,0
28,5.39,69,41,0
20,0.59,58,78,0
23,2.47,51,75,1
25,1.9,76,45,1
20,2.77,91,70,1
21,5.18,85,85,1
27,5.67,97,84,0
18,2.76,63,78,1
22,0.64,78,93,1
22,9.76,54,47,1
21,1.02,79,88,1
19,4.37,87,47,0
25,4.17,89,75,0
30,1.9,94,72,0
22,7.02,56,40,0
24,7.57,80,52,0
29,5.08,97,85,1
23,8.28,86,81,1
26,2.04,95,93,1
21,5.49,97,78,0
18,5.07,62,84,0
23,1.39,51,70,1
23,8.66,65,52,0
28,4.96,74,49,1
18,8.97,65,50,0
26,6.98,75,73,1
26,7.66,81,72,1
24,8.66,62,73,0
27,1.36,75,48,1
18,4.25,97,44,1
27,0.04,76,66,0
23,8.71,70,81,1
19,6.14,51,93,1
20,8.19,92,70,1
20,6.34,89,81,1
22,0.16,65,76,1
28,4.22,64,75,1
23,4.92,68,90,0
29,9.16,91,66,0
25,8.82,70,77,0
30,3.52,54,73,1
19,0.24,85,51,1
22,4.51,51,94,0
18,8.45,60,51,0
28,0.99,64,87,0
28,2.37,77,62,0
23,3.53,70,92,0
24,7.67,79,98,1
30,0.56,64,42,0
21,4.28,65,91,1
30,7.91,92,67,0
21,2.65,50,51,1
24,0.52,83,46,0
18,6.84,84,92,0
20,9.59,89,79,0
19,5.35,90,94,0
24,1.34,88,51,0
30,3.2,76,61,1
28,2.77,65,79,0
28,9.22,64,57,1
19,5.73,99,72,1
18,4.23,68,70,1
18,3.25,87,49,1
20,5.92,75,59,0
29,9.56,98,74,0
27,0.74,69,90,0
21,9.0,60,78,1
20,2.73,63,60,1
20,5.46,50,46,1
23,9.11,93,89,1
26,3.44,71,46,1
24,3.02,76,90,0
22,6.71,66,75,1
19,5.25,62,51,1
29,9.5,57,86,0
26,4.44,66,81,1
27,9.77,83,96,0
19,6.09,53,76,1
30,7.08,78,40,0
19,1.92,68,79,0
23,8.7,60,56,0
28,1.68,55,78,0
29,8.56,85,100,1
19,1.58,84,61,0
25,4.04,87,67,0
23,3.27,100,62,0
19,7.55,67,61,1
19,7.93,64,79,1
19,1.42,60,40,1
22,9.75,91,40,1
21,4.36,74,76,1
24,0.13,76,59,0
19,3.16,70,46,1
29,9.44,52,79,0
27,5.62,91,72,1
28,9.26,98,95,0
29,2.1,100,44,0
28,7.73,75,71,0
28,4.59,70,97,1
25,4.7,81,47,1
25,8.88,71,67,1
20,9.17,61,89,1
23,0.99,68,59,1
29,6.56,68,54,0
28,5.85,88,71,1
20,5.91,66,50,0
26,5.4,98,71,0
27,5.82,71,90,1
28,1.95,58,77,1
26,4.88,55,71,0
